lab_name,category_focus,city,state,street_address,contact_name,contact_email,phone_number,website_url,source_registry
CRITITECH,Contract Research (Pre-Clinical),Ks - Lawrence,CONTRACT PARTICLE ENGINEERING,,,,,https://crititech.com/,BioPharmGuy
PACE,Contract Research (Pre-Clinical),Ks - Lenexa,"ANALYTICAL TESTING, CDMO",,,,,https://www.pacelabs.com/,BioPharmGuy
VANTAGE MEDTECH,Contract Research (Pre-Clinical),Ks - Lenexa,MEDICAL DEVICE DESIGN & DEVELOPMENT,,,,,https://vantagemedtech.com/,BioPharmGuy
ALTASCIENCES,Contract Research (Pre-Clinical),Ks - Overland Park,CONTRACT RESEARCH,,,,,https://www.altasciences.com/,BioPharmGuy
ATTENTIVE SCIENCE,Contract Research (Pre-Clinical),Ks - Stilwell,"PK, DOSING, FORMULATION, TOXICOLOGY",,,,,https://www.attentivescience.com/,BioPharmGuy
BIOTEST4U,Contract Research (Pre-Clinical),Ky - Covington,NON-GLP PRECLINICAL TESTING OF POTENTIAL ANTI-CANCER DRUGS IN BASIC AND MORE ADVANCED TUMOR MODELS,,,,,https://biotest4u.com/,BioPharmGuy
PHARMARON,Contract Research (Pre-Clinical),Ky - Louisville,R&D SERVICES,,,,,https://www.pharmaron.com/,BioPharmGuy
CATALENT,Contract Research (Pre-Clinical),Ky - Winchester,CONTRACT MANUFACTURING,,,,,https://www.catalent.com/,BioPharmGuy
PACE,Contract Research (Pre-Clinical),La - St. Rose,"ANALYTICAL TESTING, CDMO",,,,,https://www.pacelabs.com/,BioPharmGuy
EXPERIMENTICA,Contract Research (Pre-Clinical),Lithuania - Vilnius,GLOBAL CONTRACT RESEARCH ORGANIZATION SPECIALIZED IN PRECLINICAL OCULAR MODELS AND R&D SERVICES FOR OPHTHALMIC INDICATIONS,,,,,https://experimentica.com/,BioPharmGuy
NORTHWAY BIOTECH,Contract Research (Pre-Clinical),Lithuania - Vilnius,CONTRACT RESEARCH,,,,,https://www.northwaybiotech.com/,BioPharmGuy
CAMBREX,Contract Research (Pre-Clinical),Ma - Agawam,"SMALL MOLECULES RESEARCH, DEVELOPMENT & MANUFACTURING SERVICES",,,,,https://www.cambrex.com/,BioPharmGuy
INTEGRAL BIOSYSTEMS,Contract Research (Pre-Clinical),Ma - Bedford,DRUG DELIVERY SERVICES,,,,,https://integralbiosystems.com/,BioPharmGuy
PEPTECH,Contract Research (Pre-Clinical),Ma - Bedford,CHEMISTRY SERVICES,,,,,https://www.peptechcorp.com/,BioPharmGuy
ELUCIDA RESEARCH,Contract Research (Pre-Clinical),Ma - Beverly,CONSULTING,,,,,https://www.elucidaresearch.com/,BioPharmGuy
SPECTRUS,Contract Research (Pre-Clinical),Ma - Beverly,"END-TO-END MASS SPEC CRO WITH PROJECT CONSULTING, METHOD DESIGN, SAMPLE PROCESSING AND DATA ANALYSIS",,,,,https://spectruscorp.com/,BioPharmGuy
BEANTOWN BIOTECH,Contract Research (Pre-Clinical),Ma - Billerica,"CONTRACT RESEARCH SERVICES. MOLECULAR BIOLOGY, CELL BIOLOGY, BIOCHEMISTRY",,,,,https://www.beantownbiotech.com/,BioPharmGuy
MOMENTUM BIOTECHNOLOGIES,Contract Research (Pre-Clinical),Ma - Billerica,MASS SPEC CRO,,,,,https://momentum.bio/,BioPharmGuy
NEOSOME LIFE SCIENCES,Contract Research (Pre-Clinical),Ma - Billerica,CONTRACT RESEARCH,,,,,https://www.neosomels.com/,BioPharmGuy
NEUROVASC PRECLINICAL SERVICES,Contract Research (Pre-Clinical),Ma - Billerica,PRECLINICAL ANIMAL MODELS & CONTRACT RESEARCH,,,,,http://www.neurovascps.com/,BioPharmGuy
BIOAGILYTIX,Contract Research (Pre-Clinical),Ma - Boston,"BIOANALYTICAL SERVICES, IMMUNOASSAYS, CELL-BASED ASSAYS",,,,,https://www.bioagilytix.com/,BioPharmGuy
FORTIS LIFE SCIENCES,Contract Research (Pre-Clinical),Ma - Boston,"REAGENTS, ANTIBODIES, ENZYMES  AND LATERAL FLOW ASSAY COMPONENTS, PLUS CDMO, CONTRACT R&D SERVICES",,,,,https://www.fortislife.com/,BioPharmGuy
REVVITY,Contract Research (Pre-Clinical),Ma - Boston,"DIAGNOSTICS, SERVICES",,,,,https://www.revvity.com/,BioPharmGuy
VIRTUAL DISCOVERY,Contract Research (Pre-Clinical),Ma - Boston,CUSTOM DISCOVERY SERVICES,,,,,https://www.virtualdiscovery.net/,BioPharmGuy
CHEMVEDA LIFE SCIENCES,Contract Research (Pre-Clinical),Ma - Bridgewater,DRUG DISCOVERY & DEVELOPMENT SERVICES,,,,,https://chemvedals.com/,BioPharmGuy
PCI PHARMA SERVICES,Contract Research (Pre-Clinical),Ma - Bridgewater,"CONTRACT MANUFACTURING, SERVICES",,,,,https://pci.com/,BioPharmGuy
PROTAGENE,Contract Research (Pre-Clinical),Ma - Burlington,"ADVANCED, INTEGRATED, AND COMPLETE ANALYTICAL SOLUTIONS AND EXPERT CONSULTATION.",,,,,https://www.protagene.com/,BioPharmGuy
ACROBIOSYSTEMS,Contract Research (Pre-Clinical),Ma - Cambridge,"PROTEINS, ANTIBODIES, KITS, GMP-GRADE REAGENTS, AND CUSTOM SERVICES",,,,,https://acrobiosystems.com.cn/,BioPharmGuy
AITIA,Contract Research (Pre-Clinical),Ma - Cambridge,ANALYTICS,,,,,https://www.aitia.com/,BioPharmGuy
BGI,Contract Research (Pre-Clinical),Ma - Cambridge,SEQUENCING & BIOINFORMATICS SERVICES,,,,,https://www.bgi.com/us/,BioPharmGuy
BRC BIOTECHNOLOGY,Contract Research (Pre-Clinical),Ma - Cambridge,"MOLECULAR TESTING, CELL BANKS, VIROLOGY, ANIMAL MODELS",,,,,https://www.brcbiotech.com/,BioPharmGuy
CONCERTAI,Contract Research (Pre-Clinical),Ma - Cambridge,ONCOLOGY CONTRACT RESEARCH,,,,,https://www.concertai.com/,BioPharmGuy
FRACTAL THERAPEUTICS,Contract Research (Pre-Clinical),Ma - Cambridge,SMALL MOLECULE RESEARCH,,,,,https://www.fractaltx.com/,BioPharmGuy
FUJIFILM PHARMA,Contract Research (Pre-Clinical),Ma - Cambridge,"INHIBITORS, LNP/LIPOSOME SERVICES",,,,,https://www.fujifilmpharma.com/,BioPharmGuy
PARAZA PHARMA,Contract Research (Pre-Clinical),Ma - Cambridge,"COLLABORATION-BASED RESEARCH MODEL WITH IN-HOUSE CHEMISTRY, BIOLOGY AND DMPK (INCLUDES PROTEOMICS AND SMALL MOLECULE BIOMARKER ANALYSIS) EXPERTISE",,,,,https://parazapharma.com/,BioPharmGuy
REVIVBIO,Contract Research (Pre-Clinical),Ma - Cambridge,BIOINFORMATIC PROTEIN DESIGN,,,,,https://revivbio.com/,BioPharmGuy
STEMCELLERANT,Contract Research (Pre-Clinical),Ma - Cambridge,"STEM CELL CONTRACT RESEARCH & SERVICES, STEM CELL THERAPY",,,,,https://www.stemcellerant.com/,BioPharmGuy
SYGNATURE DISCOVERY,Contract Research (Pre-Clinical),Ma - Cambridge,DRUG DISCOVERY CONTRACT RESEARCH,,,,,https://www.sygnaturediscovery.com/,BioPharmGuy
CROZET BIOPHARMA,Contract Research (Pre-Clinical),Ma - Devens,CONTRACT RESEARCH,,,,,https://www.crozetbiopharma.com/,BioPharmGuy
SEQENS,Contract Research (Pre-Clinical),Ma - Devens,CONTRACT PHARMACEUTICALS,,,,,https://www.seqens.com/,BioPharmGuy
REVVITY,Contract Research (Pre-Clinical),Ma - Hopkinton,"DIAGNOSTICS, SERVICES",,,,,https://www.revvity.com/,BioPharmGuy
HOOKE LABORATORIES,Contract Research (Pre-Clinical),Ma - Lawrence,TISSUES AND RELATED LAB PRODUCTS,,,,,https://hookelabs.com/,BioPharmGuy
RUBIX LIFE SCIENCES,Contract Research (Pre-Clinical),Ma - Lawrence,CONTRACT RESEARCH & SERVICES,,,,,https://www.rubixls.com/,BioPharmGuy
GENEZEN,Contract Research (Pre-Clinical),Ma - Lexington,"LENTIVIRAL & RETROVIRAL VECTOR SPECIALIST, GENEZEN, OFFERS EARLY PROCESS DEVELOPMENT, GMP VECTOR PRODUCTION, ANALYTICAL TESTING & ASSAY DEVELOPMENT.",,,,,https://www.genezen.com/,BioPharmGuy
LONZA,Contract Research (Pre-Clinical),Ma - Lexington,"CONTRACT MANUFACTURING, DEVELOPMENT; LAB SYSTEMS, RESEARCH PRODUCTS",,,,,https://www.lonza.com/,BioPharmGuy
MEDCHEM PARTNERS,Contract Research (Pre-Clinical),Ma - Lexington,CONTRACT RESEARCH,,,,,https://medchempartners.com/,BioPharmGuy
MEADOWHAWK BIOLABS,Contract Research (Pre-Clinical),Ma - Marlborough,SMALL & LARGE MOLECULE CRO,,,,,https://www.meadowhawkbiolabs.com/,BioPharmGuy
PHARMA MODELS,Contract Research (Pre-Clinical),Ma - Marlborough,PRECLINICAL CRO,,,,,https://www.pharmamodels.net/,BioPharmGuy
PEPTIFINDER BIOTECH,Contract Research (Pre-Clinical),Ma - Natick,MRNA DISPLAY,,,,,https://peptifinder.com/,BioPharmGuy
SBH SCIENCES,Contract Research (Pre-Clinical),Ma - Natick,"A PRE-CLINICAL CRO SPECIALIZING IN PROTEIN PRODUCTION, CELL-BASED ASSAYS, AND BIO-MARKER ANALYSIS.",,,,,https://sbhsciences.com/,BioPharmGuy
UFP TECHNOLOGIES,Contract Research (Pre-Clinical),Ma - Newburyport,DEVICE DESIGN & PACKAGING,,,,,https://ufpt.com/,BioPharmGuy
BIOGNOSYS,Contract Research (Pre-Clinical),Ma - Newton,"PROTEIN QUANTIFICATION TECHNOLOGY, CONTRACT PROTEIN ANALYSIS",,,,,https://biognosys.com/,BioPharmGuy
CHARLES RIVER LABORATORIES,Contract Research (Pre-Clinical),Ma - Shrewsbury,RESEARCH ANIMAL MODELS AND PRECLINICAL RESEARCH,,,,,https://www.criver.com/,BioPharmGuy
BOSTON INSTITUTE OF BIOTECHNOLOGY,Contract Research (Pre-Clinical),Ma - Southborough,CONTRACT RESEARCH & DEVELOPMENT,,,,,https://bostonbib.com/,BioPharmGuy
UNICUS PHARMACEUTICALS,Contract Research (Pre-Clinical),Ma - Taunton,"CONTRACT R&D SERVICES; TOPICAL AND ORAL SEMISOLIDS, SOLUTIONS & SUSPENSIONS; DRUG DELIVERY",,,,,https://www.unicuspharma.com/,BioPharmGuy
NORTHEAST BIOMEDICAL,Contract Research (Pre-Clinical),Ma - Tyngsborough,MEDICAL DEVICE DEVELOPMENT,,,,,https://northeastbiomed.com/,BioPharmGuy
ZEA BIOSCIENCES,Contract Research (Pre-Clinical),Ma - Walpole,BIOLOGIC PRODUCTION,,,,,https://www.zeabio.com/,BioPharmGuy
ALLOY THERAPEUTICS,Contract Research (Pre-Clinical),Ma - Waltham,ANTIBODY DISCOVERY PLATFORM & SERVICES,,,,,https://alloytx.com/,BioPharmGuy
BIOMODELS,Contract Research (Pre-Clinical),Ma - Waltham,CONTRACT PRECLINICAL WORK,,,,,https://biomodels.com/,BioPharmGuy
ELEVATEBIO,Contract Research (Pre-Clinical),Ma - Waltham,"CELL & GENE THERAPY CDMO, INCUBATOR",,,,,https://elevate.bio/,BioPharmGuy
NORTHWAY BIOTECH,Contract Research (Pre-Clinical),Ma - Waltham,CONTRACT RESEARCH,,,,,https://www.northwaybiotech.com/,BioPharmGuy
REVVITY,Contract Research (Pre-Clinical),Ma - Waltham,"DIAGNOSTICS, SERVICES",,,,,https://www.revvity.com/,BioPharmGuy
LANDMARK BIO,Contract Research (Pre-Clinical),Ma - Watertown,ADVANCED THERAPY CDMO,,,,,https://landmarkbio.com/,BioPharmGuy
CHARLES RIVER LABORATORIES,Contract Research (Pre-Clinical),Ma - Wilmington,RESEARCH ANIMAL MODELS AND PRECLINICAL RESEARCH,,,,,https://www.criver.com/,BioPharmGuy
CURIRX,Contract Research (Pre-Clinical),Ma - Wilmington,"CRO OFFERING DEVELOPMENT SERVICES FOR UPSTREAM AND DOWNSTREAM BIOPROCESS, FORMULATION, LYOPHILIZATION, ANALYTICAL DEVELOPMENT, ANALYTICAL TESTING SERVICES",,,,,https://curirx.com/,BioPharmGuy
GENER8,Contract Research (Pre-Clinical),Ma - Wilmington,"MEDICAL DEVICES PROTOTYPING, ENGINEERING & DESIGN; BIOTECH CONSUMABLES",,,,,https://www.gener8.net/,BioPharmGuy
ABERJONA LABORATORIES,Contract Research (Pre-Clinical),Ma - Woburn,CONTRACT MEDICINAL CHEMISTRY,,,,,http://www.aberjonalabs.com,BioPharmGuy
ASYMCHEM,Contract Research (Pre-Clinical),Ma - Woburn,CDMO PROVIDING FULLY INTEGRATED SOLUTIONS IN SMALL MOLECULE DRUG DEVELOPMENT & PRODUCTION FROM CLINICAL STAGE TO COMMERCIALIZATION,,,,,https://www.asymchem.com/,BioPharmGuy
BATAVIA BIOSCIENCES,Contract Research (Pre-Clinical),Ma - Woburn,EARLY STAGE PRODUCT DEVELOPMENT SERVICES,,,,,https://bataviabiosciences.com/,BioPharmGuy
CREAGEN,Contract Research (Pre-Clinical),Ma - Woburn,DRUG DISCOVERY SERVICES,,,,,http://www.creagenbio.com,BioPharmGuy
KYINNO BIOTECHNOLOGY,Contract Research (Pre-Clinical),Ma - Woburn,"CRO SPECIALIZING IN TAILORED SERVICES SUCH AS IN VITRO AND IN VIVO PHARMACOLOGY, CELL LINE ENGINEERING, AND THERAPEUTIC TARGET IDENTIFICATION",,,,,https://www.kyinno.com/,BioPharmGuy
NOVATEINBIO,Contract Research (Pre-Clinical),Ma - Woburn,"PROTEINS AND ANTIBODIES, ASSAY KITS, CONTRACT RESEARCH",,,,,https://novateinbio.com/,BioPharmGuy
ORGANIX,Contract Research (Pre-Clinical),Ma - Woburn,CONTRACT RESEARCH & DEVELOPMENT,,,,,https://organixinc.com/,BioPharmGuy
OROGEN THERAPEUTICS,Contract Research (Pre-Clinical),Ma - Woburn,SMALL MOLECULE MACHINE-ASSISTED MOLECULAR INNOVATION,,,,,https://orogentx.com/,BioPharmGuy
ABBVIE,Contract Research (Pre-Clinical),Ma - Worcester,"BIOLOGICS, CONTRACT MANUFACTURING",,,,,https://www.abbviecontractmfg.com/,BioPharmGuy
ADVIRNA,Contract Research (Pre-Clinical),Ma - Worcester,"THERAPEUTIC OLIGONUCLEOTIDE DESIGN, SCREENING, BIODISTRIBUTION STUDIES, AND CUSTOM ASSAY DEVELOPMENT",,,,,https://advirna.com/,BioPharmGuy
BIOMERE,Contract Research (Pre-Clinical),Ma - Worcester,"CONTRACT RESEARCH, DEVELOPMENT, MANUFACTURING",,,,,https://biomere.com/,BioPharmGuy
CONIGEN BIOSCIENCES,Contract Research (Pre-Clinical),Ma - Worcester,PROTEIN DESIGN PLATFORM,,,,,https://www.conigen.com/,BioPharmGuy
PRANA BIOSCIENCES,Contract Research (Pre-Clinical),Ma - Worcester,BIOLOGICS PLATFORM,,,,,https://pranabiosciences.com/,BioPharmGuy
SAUVEBIO,Contract Research (Pre-Clinical),Ma - Worcester,FLOW CYTOMETRY SERVICES,,,,,https://sauvebio.com/,BioPharmGuy
NEOPEUTICS,Contract Research (Pre-Clinical),Malaysia - Penang,DRUG DISCOVERY CONTRACT RESEARCH,,,,,http://www.neopeutics.com/,BioPharmGuy
CDI LABORATORIES,Contract Research (Pre-Clinical),Md - Baltimore,LAB SERVICES,,,,,https://www.cdilabs.com/,BioPharmGuy
INFINITY BIO,Contract Research (Pre-Clinical),Md - Baltimore,REACTOME SERVICES,,,,,https://www.infinitybio.com/,BioPharmGuy
PHARMARON,Contract Research (Pre-Clinical),Md - Baltimore,"CONTRACT LAB RESEARCH, CLINICAL RESEARCH",,,,,https://www.pharmaron.com/,BioPharmGuy
CHARLES RIVER LABORATORIES,Contract Research (Pre-Clinical),Md - Frederick,RESEARCH ANIMAL MODELS AND PRECLINICAL RESEARCH,,,,,https://www.criver.com/,BioPharmGuy
IMQUEST BIOSCIENCES,Contract Research (Pre-Clinical),Md - Frederick,PRECLINICAL CONTRACT RESEARCH & DEVELOPMENT,,,,,https://imquestbio.com/,BioPharmGuy
KEMP PROTEINS,Contract Research (Pre-Clinical),Md - Frederick,MAMMALIAN & INSECT CULTURE SERVICES,,,,,https://kempproteins.com/,BioPharmGuy
MEDIGEN,Contract Research (Pre-Clinical),Md - Frederick,"CANCER & INFECTIOUS DISEASE VACCINES, CONTRACT SERVICES",,,,,https://medigen-usa.com/,BioPharmGuy
TEXCELL,Contract Research (Pre-Clinical),Md - Frederick,CONTRACT RESEARCH,,,,,https://texcell.com/,BioPharmGuy
VALOGIC BIO,Contract Research (Pre-Clinical),Md - Frederick,GXP COMPLIANCE SOLUTIONS FOR LIFE SCIENCES AND BIOTECH COMPANIES,,,,,https://valogicbio.com/,BioPharmGuy
ANILOCUS,Contract Research (Pre-Clinical),Md - Germantown,PRECLINICAL CRO,,,,,https://anilocus.com/,BioPharmGuy
CHARLES RIVER LABORATORIES,Contract Research (Pre-Clinical),Md - Germantown,RESEARCH ANIMAL MODELS AND PRECLINICAL RESEARCH,,,,,https://www.criver.com/,BioPharmGuy
CMBIO,Contract Research (Pre-Clinical),Md - Germantown,"OMICS, BIOINFORMATICS, SOFTWARE PLATFORMS",,,,,https://cmbio.io/,BioPharmGuy
PHARMARON,Contract Research (Pre-Clinical),Md - Germantown,BIOANALYTICAL SERVICES,,,,,https://www.pharmaron.com/,BioPharmGuy
PHARMACEUTICS INTERNATIONAL,Contract Research (Pre-Clinical),Md - Hunt Valley,CONTRACT DEVELOPMENT & MANUFACTURING,,,,,https://www.pharm-int.com/,BioPharmGuy
ASSAYGATE,Contract Research (Pre-Clinical),Md - Ijamsville,"CONTRACT IMMUNOASSAYS, BIOMARKER TESTING",,,,,https://www.assaygate.com/,BioPharmGuy
ADVANCED BIOSCIENCE LABS,Contract Research (Pre-Clinical),Md - Rockville,CONTRACT RESEARCH & MANUFACTURING,,,,,https://ablinc.com/,BioPharmGuy
BIOARK TECHNOLOGIES,Contract Research (Pre-Clinical),Md - Rockville,CRO SPECIALIZING IN GENE EDITING AND DELIVERY,,,,,https://www.bioarktech.com/,BioPharmGuy
BIOINNOVATISE,Contract Research (Pre-Clinical),Md - Rockville,"QUICK TURNAROUND PLASMID DNA SERVICES (CLONING, MUTAGENESIS, PLASMID PREP), VIRAL VECTOR PACKAGING (AAV, ADENOVIRUS, LENTIVIRUS, RETROVIRUS), AND CRISPR-CAS9 SERVICES",,,,,https://bioinnovatise.com/,BioPharmGuy
IBT BIOSERVICES,Contract Research (Pre-Clinical),Md - Rockville,"REAGENTS FOR VIRAL, BACTERIAL RESEARCH, ANTIBODY PRODUCTION",,,,,https://ibtbioservices.com/,BioPharmGuy
LONZA,Contract Research (Pre-Clinical),Md - Walkersville,"CONTRACT MANUFACTURING, REAGENTS, STEM CELLS, SERVICES",,,,,https://www.lonza.com/,BioPharmGuy
NOBLE LIFE SCIENCES,Contract Research (Pre-Clinical),Md - Woodbine,"PRECLINICAL CRO, DRUG, VACCINE & DEVICES, GLP AND NON-GLP, SMALL & LARGE ANIMALS, FDA, OLAW, AAALAC",,,,,https://noblelifesci.com/,BioPharmGuy
INSPHERO,Contract Research (Pre-Clinical),Me - Brunswick,3D-CELL-BASED ASSAY SOLUTIONS AND SCAFFOLD-FREE 3D ORGAN-ON-A-CHIP TECHNOLOGY,,,,,https://insphero.com/,BioPharmGuy
BBI SOLUTIONS,Contract Research (Pre-Clinical),Me - Portland,"ANTIBODIES, SERA, ENZYMES, CONTRACT WORK, ETC.",,,,,https://bbisolutions.com/,BioPharmGuy
LONZA,Contract Research (Pre-Clinical),Me - Rockland,"CONTRACT MANUFACTURING, PRIMARILY BIOLOGICS BUT ALSO OTHERS",,,,,https://www.lonza.com/,BioPharmGuy
AAPHARMASYN,Contract Research (Pre-Clinical),Mi - Ann Arbor,CONTRACT CHEMISTRY,,,,,https://aapharmasyn.com/,BioPharmGuy
ANCHORBIO SOLUTIONS,Contract Research (Pre-Clinical),Mi - Ann Arbor,BIOLOGY-FOCUSED PRECLINICAL CONTRACT SERVICES FOR DRUG DISCOVERY AND DIAGNOSTICS R&D,,,,,https://www.anchorbiosolutions.com/,BioPharmGuy
MS BIOWORKS,Contract Research (Pre-Clinical),Mi - Ann Arbor,PROTEIN MASS SPECTROMETRY CONTRACT RESEARCH,,,,,https://www.msbioworks.com/,BioPharmGuy
FERNDALE PHARMA GROUP,Contract Research (Pre-Clinical),Mi - Ferndale,"SMALL MOLECULES, CONTRACT MANUFACTURING",,,,,https://ferndalepharmagroup.com/,BioPharmGuy
GENEMARKERS LLC,Contract Research (Pre-Clinical),Mi - Kalamazoo,"CLINICAL TESTING, GENOMIC SERVICES",,,,,https://genemarkersllc.com/,BioPharmGuy
PROTEOS,Contract Research (Pre-Clinical),Mi - Kalamazoo,"RECOMBINANT PROTEIN PRODUCTION, PURIFICATION, AND ANALYSIS SERVICES",,,,,https://www.proteos.com/,BioPharmGuy
IMPACT ANALYTICAL,Contract Research (Pre-Clinical),Mi - Midland,CONTRACT TESTING LABORATORY. COMPREHENSIVE ANALYTICAL SERVICES,,,,,https://www.impactanalytical.com/,BioPharmGuy
NORTHERN BIO,Contract Research (Pre-Clinical),Mi - Muskegon,"CRO THAT SPECIALIZES IN TARGETED DRUG DELIVERY, MOLECULAR BIOLOGY, AND BIOANALYSIS",,,,,https://northernbiolab.com/,BioPharmGuy
PHARMOPTIMA,Contract Research (Pre-Clinical),Mi - Portage,"ADME, PK, DMPK, ASSAY DEV., PHARMACOLOGY, PROTEIN CLONING & EXPRESSION, CELL-BASED ASSAYS, BIOMARKERS, AND OCULAR DRUG DISCOVERY MODELS",,,,,https://www.pharmoptima.com/,BioPharmGuy
INNOVATIVE MASS SPECTROMETRY,Contract Research (Pre-Clinical),Mi - Quincy,MASS SPECTROMETRY CRO,,,,,https://www.innovativemassspec.com/,BioPharmGuy
ELBA LABORATORIES,Contract Research (Pre-Clinical),Mi - Troy,CONTRACT FORMULATION,,,,,https://elba-labs.com/,BioPharmGuy
CIRTEC MEDICAL,Contract Research (Pre-Clinical),Mn - Brooklyn Park,CONTRACT MEDICAL DEVICES,,,,,https://www.cirtecmed.com/,BioPharmGuy
LONZA,Contract Research (Pre-Clinical),Mn - Cohasset,"CONTRACT MANUFACTURING, REAGENTS, STEM CELLS, SERVICES",,,,,https://www.lonza.com/,BioPharmGuy
CELL CULTURE COMPANY,Contract Research (Pre-Clinical),Mn - Minneapolis,"MAMMALIAN AND INSECT CELL LINE SERVICES: CUSTOM EXPANSION, BANKING, PROCESSING, PROTEIN PRODUCTION, CELL LINE DEVELOPMENT",,,,,https://cellculturecompany.com/,BioPharmGuy
KORONIS BIOMEDICAL TECHNOLOGIES,Contract Research (Pre-Clinical),Mn - Minneapolis,CONTRACT MEDICAL DEVICE DEVELOPMENT,,,,,http://www.koronisbiotech.com/,BioPharmGuy
NAMSA,Contract Research (Pre-Clinical),Mn - Minneapolis,MEDICAL RESEARCH ORGANIZATION - MEDICAL DEVICES,,,,,https://namsa.com/,BioPharmGuy
PACE,Contract Research (Pre-Clinical),Mn - Minneapolis,"ANALYTICAL TESTING, CDMO",,,,,https://www.pacelabs.com/,BioPharmGuy
NANOCOPOEIA,Contract Research (Pre-Clinical),Mn - New Brighton,MACRO-PARTICLES FOR ORAL-SOLID DRUG DEVELOPMENT,,,,,https://nanocopoeia.com/,BioPharmGuy
OCCHEM LABS,Contract Research (Pre-Clinical),Mn - Oakdale,NON-CLINICAL CUSTOM SYNTHESIS,,,,,https://www.occhem.com/,BioPharmGuy
PACE,Contract Research (Pre-Clinical),Mn - Oakdale,"ANALYTICAL TESTING, CDMO",,,,,https://www.pacelabs.com/,BioPharmGuy
PROMED PHARMA,Contract Research (Pre-Clinical),Mn - Plymouth,CONTRACT MANUFACTURING OF MOLDED DOSAGE FORMS AND COMBINATION PRODUCTS,,,,,https://promedmolding.com/,BioPharmGuy
DATA SCIENCES INTERNATIONAL,Contract Research (Pre-Clinical),Mn - St. Paul,"ANIMAL MONITORING, SERVICES",,,,,https://www.datasci.com/,BioPharmGuy
KINDEVA DRUG DELIVERY,Contract Research (Pre-Clinical),Mn - St. Paul,DRUG DELIVERY CDMO,,,,,https://www.kindevadd.com/,BioPharmGuy
SYNTIV,Contract Research (Pre-Clinical),Mn - St. Paul,SYNTHETIC IMMUNOLOGY AND VIROLOGY,,,,,https://www.syntiv.tech/,BioPharmGuy
KINDEVA DRUG DELIVERY,Contract Research (Pre-Clinical),Mn - Woodbury,DRUG DELIVERY CDMO,,,,,https://www.kindevadd.com/,BioPharmGuy
ALTASCIENCES,Contract Research (Pre-Clinical),Mo - Auxvasse,CONTRACT RESEARCH,,,,,https://www.altasciences.com/,BioPharmGuy
INOVATIA LABORATORIES,Contract Research (Pre-Clinical),Mo - Fayette,CONTRACT CHEMISTRY,,,,,https://www.inovatia.com/,BioPharmGuy
CATALENT,Contract Research (Pre-Clinical),Mo - Kansas City,CATALENT PHARMA SOLUTIONS – BIOANALYTICS IS A GLOBAL CDMO PROVIDING GMP ANALYTICAL SOLUTIONS ACROSS ALL MODALITIES FROM DISCOVERY THROUGH COMMERCIAL ACTIVITIES FOR BIOLOGICS.,,,,,https://www.catalent.com/,BioPharmGuy
WOJTEK MECHANICAL DESIGN ENGINEERING & MACHINE,Contract Research (Pre-Clinical),Mo - Oerman,"MEDICAL & BIOMEDICAL, R&D, AUTOMATING PROCESSES WITH THE NEWEST TECHNOLOGY, AND TOOLING DESIGN.",,,,,https://www.wojtek.solutions/,BioPharmGuy
ALCAMI,Contract Research (Pre-Clinical),Mo - St. Louis,SMALL MOLECULE & BIOLOGICS ANALYTICAL & FORMULATION DEVELOPMENT,,,,,https://www.alcaminow.com,BioPharmGuy
CONFLUENCE DISCOVERY TECHNOLOGIES,Contract Research (Pre-Clinical),Mo - St. Louis,DRUG DISCOVERY CRO,,,,,https://www.confluencediscovery.com/,BioPharmGuy
INOTIV,Contract Research (Pre-Clinical),Mo - St. Louis,"CONTRACT LAB SERVICES, SCIENTIFIC INSTRUMENTS",,,,,https://www.inotiv.com/,BioPharmGuy
MOGENE,Contract Research (Pre-Clinical),Mo - St. Louis,GENOMIC SERVICES,,,,,https://mogene.com/,BioPharmGuy
SUMMIT TOXICOLOGY,Contract Research (Pre-Clinical),Mt - Bozeman,"TOXICOLOGY, RISK ASSESSMENT AND PHARMACEUTICAL CONSULTING FIRM",,,,,http://www.summittoxicology.com/,BioPharmGuy
PACE,Contract Research (Pre-Clinical),Nc - Asheville,"ANALYTICAL TESTING, CDMO",,,,,https://www.pacelabs.com/,BioPharmGuy
RAYBOW USA,Contract Research (Pre-Clinical),Nc - Brevard,FULLY INTEGRATED SOLUTIONS IN SMALL MOLECULE AND PEPTIDE API DRUG DEVELOPMENT & PRODUCTION FROM CLINICAL STAGE TO COMMERCIALIZATION,,,,,https://raybow.com/,BioPharmGuy
ALLUCENT,Contract Research (Pre-Clinical),Nc - Cary,CLINICAL RESEARCH SOLUTIONS PARTNERING WITH SMALL & MID-SIZED BIOTECHS TO DELIVER NOVEL THERAPIES TO PATIENTS WITH UNMET NEEDS.,,,,,https://www.allucent.com/,BioPharmGuy
AVIOR BIO,Contract Research (Pre-Clinical),Nc - Cary,BUCCAL DELIVERY VIA FILM,,,,,https://aviorbio.com/,BioPharmGuy
METALYTICS,Contract Research (Pre-Clinical),Nc - Cary,DIGITAL TWINS FOR CELL CULTURE OPERATIONS,,,,,https://www.metalyticsbio.com/,BioPharmGuy
PHARMADIRECTIONS,Contract Research (Pre-Clinical),Nc - Cary,VIRTUAL DRUG DEVELOPMENT,,,,,https://pharmadirections.com/,BioPharmGuy
